1.633639167728653908e+09,-2.550000000001162448e-03,4.014245196795981907e-03,-5.840702012600872736e-04,1.574892002235329436e+00,1.016033439857572329e+00,-6.427910052864251045e-02,2.659351001215013669e-03,6.093812582595959926e-01,1.571212578873276033e+00
1.633639167734774351e+09,-2.192600000000055616e-02,-1.089792971164715504e-02,3.054701294725885893e-04,1.574895064870583061e+00,1.016035836702553263e+00,-6.423448841919447705e-02,2.661857597561320416e-03,6.093506984860872500e-01,1.571212578873276033e+00
1.633639167818651676e+09,1.640399999999964109e-02,-1.120339984111975648e-02,5.161879502661560564e-05,1.574896929083346109e+00,1.016060604100690989e+00,-6.450407106172695304e-02,2.659351001215013669e-03,6.098250074762303630e-01,1.571212578873276033e+00
1.633639167823029995e+09,6.187199999999926092e-02,-6.179123318076767957e-02,7.585134441788094276e-03,1.574892002235329436e+00,1.016063733314971795e+00,-6.451166523202288283e-02,2.659351001215013669e-03,6.097817976875438140e-01,1.571212578873276033e+00
1.633639167827202320e+09,7.408999999999110742e-03,1.382888731966516564e-02,-1.424961585447130814e-02,1.574895064870583061e+00,1.016067728056607056e+00,-6.451356689548876089e-02,2.659351001215013669e-03,6.096813299354205684e-01,1.571208717289695356e+00
1.633639167927135706e+09,-1.920400000000022089e-02,1.463428194343672183e-02,-7.180669362949392530e-03,1.574895064870583061e+00,1.016604687911394134e+00,-6.456957234097529530e-02,2.661857597561320416e-03,6.089946338483437360e-01,1.571208717289695356e+00
1.633639167932625055e+09,-3.190700000000035175e-02,1.500480589677841148e-02,-1.418456203060213623e-03,1.574892002235329436e+00,1.016693371175693805e+00,-6.457811110122035902e-02,2.664364193907627597e-03,6.089564840657283318e-01,1.571208717289695356e+00
1.633639168033019543e+09,-4.711100000000101318e-02,5.784133470105460098e-04,-1.003384522503711048e-03,1.574895064870583061e+00,1.018175353743295819e+00,-6.484105664697364935e-02,2.664364193907627597e-03,6.080065345048970560e-01,1.571208717289695356e+00
1.633639168036944151e+09,-4.842600000000096827e-02,1.845548698896182054e-04,-1.643316159477535045e-03,1.574895064870583061e+00,1.018242465402765751e+00,-6.485433916291041823e-02,2.665617232006455613e-03,6.079569331295943124e-01,1.571202991493351631e+00
1.633639168040894270e+09,0.000000000000000000e+00,-0.000000000000000000e+00,0.000000000000000000e+00,1.574896929083346109e+00,1.018313638382898123e+00,-6.486858707474234265e-02,2.668123828352762794e-03,6.079034701707110022e-01,1.571202991493351631e+00
1.633639168114530325e+09,3.258999999999900865e-03,-2.237427277030481707e-02,1.613617674667702263e-03,1.574895064870583061e+00,1.019733302980992073e+00,-6.519511975271048698e-02,2.665617232006455613e-03,6.067959280523742560e-01,1.571202991493351631e+00
